Title,Price,Price_in_PKR,Area,Area_in_Sqft,City,Sub_Location,Location,Full_Location,Bedrooms,Bathrooms,Property_Type,Built_Year,Parking_Spaces,Servant_Quarters,Store_Rooms,Kitchens,Drawing_Rooms,Dining_Rooms,Study_Rooms,Prayer_Rooms,Powder_Rooms,Lounge_or_Sitting_Rooms,Laundry_Rooms,Floors,Furnished,URL
"HEIGHTED CUTTING STREET 10 MARLA E-12/2, E-12, Islamabad ID53626156 - Zameen.com",PKR 3.55 Crore,35500000,10 Marla,2722.5,Islamabad,E-12/2,"E-12/2, E-12, Islamabad","E-12/2, E-12, Islamabad",,,Residential Plot,,0,0,0,0,0,0,0,0,0,0,0,,0,https://www.zameen.com/Property/e_12_e-12_2_heighted_cutting_street_10_marla-53626156-8178-2.html
"FRONT OPEN PLOT C-15, Islamabad ID53534407 - Zameen.com",PKR 2.9 Crore,29000000,1 Kanal,5445.0,Islamabad,C-15,"C-15, Islamabad","C-15, Islamabad",,,Residential Plot,,0,0,0,0,0,0,0,0,0,0,0,,0,https://www.zameen.com/Property/islamabad_c-15_front_open_plot-53534407-8915-2.html
"70FT ROAD PLOT BACK OPEN C-15, Islamabad ID54094386 - Zameen.com",PKR 3 Crore,30000000,1 Kanal,5445.0,Islamabad,C-15,"C-15, Islamabad","C-15, Islamabad",,,Residential Plot,,0,0,0,0,0,0,0,0,0,0,0,,0,https://www.zameen.com/Property/islamabad_c-15_70ft_road_plot_back_open-54094386-8915-2.html
"Corner Brand New House For Sale In D 12 D-12/1, D-12, Islamabad ID52932983 - Zameen.com",PKR 13 Crore,130000000,10 Marla,2722.5,Islamabad,D-12/1,"D-12/1, D-12, Islamabad","D-12/1, D-12, Islamabad",5,5,House,2024,2,0,1,2,1,1,0,0,1,1,0,2,0,https://www.zameen.com/Property/d_12_d-12_1_corner_brand_new_house_for_sale_in_d_12-52932983-3154-1.html
"INVESTOR PRICE IN C16/2 C-16, Islamabad ID54229608 - Zameen.com",PKR 2.4 Crore,24000000,1 Kanal,5445.0,Islamabad,C-16,"C-16, Islamabad","C-16, Islamabad",,,Residential Plot,,0,0,0,0,0,0,0,0,0,0,0,,0,https://www.zameen.com/Property/islamabad_c-16_investor_price_in_c16_2-54229608-8913-2.html
"70FT ROAD PLOT FACING 50X90 PLOTS D-12/2, D-12, Islamabad ID53087955 - Zameen.com",PKR 8.35 Crore,83500000,14 Marla,3811.5,Islamabad,D-12/2,"D-12/2, D-12, Islamabad","D-12/2, D-12, Islamabad",,,Residential Plot,,0,0,0,0,0,0,0,0,0,0,0,,0,https://www.zameen.com/Property/d_12_d-12_2_70ft_road_plot_facing_50x90_plots-53087955-3155-2.html
"40 FEET STREET CUTTING AREA PLOT FOR SALE C-15, Islamabad ID51799653 - Zameen.com",PKR 2.8 Crore,28000000,1 Kanal,5445.0,Islamabad,C-15,"C-15, Islamabad","C-15, Islamabad",,,Residential Plot,,0,0,0,0,0,0,0,0,0,0,0,,0,https://www.zameen.com/Property/islamabad_c-15_40_feet_street_cutting_area_plot_for_sale-51799653-8915-2.html
"MAIN DOUBLE ROAD PLOT FOR SALE C-15, Islamabad ID53597893 - Zameen.com",PKR 3.5 Crore,35000000,1 Kanal,5445.0,Islamabad,C-15,"C-15, Islamabad","C-15, Islamabad",,,Residential Plot,,0,0,0,0,0,0,0,0,0,0,0,,0,https://www.zameen.com/Property/islamabad_c-15_main_double_road_plot_for_sale-53597893-8915-2.html
"CORNER 14 MARLA AT INVESTOR PRICE E-12, Islamabad ID53580410 - Zameen.com",PKR 4 Crore,40000000,14 Marla,3811.5,Islamabad,E-12,"E-12, Islamabad","E-12, Islamabad",,,Residential Plot,,0,0,0,0,0,0,0,0,0,0,0,,0,https://www.zameen.com/Property/islamabad_e-12_corner_14_marla_at_investor_price-53580410-161-2.html
"CUTTING AREA, HEIGHTED STREET TOP LOCATION IN C16/3 C-16, Islamabad ID53857572 - Zameen.com",PKR 3.25 Crore,32500000,1 Kanal,5445.0,Islamabad,C-16,"C-16, Islamabad","C-16, Islamabad",,,Residential Plot,,0,0,0,0,0,0,0,0,0,0,0,,0,https://www.zameen.com/Property/islamabad_c-16_cutting_area_heighted_street_top_location_in_c16_3-53857572-8913-2.html
"40 FEET STREET CUTTING AREA PLOT FOR SALE C-15, Islamabad ID53857570 - Zameen.com",PKR 2.8 Crore,28000000,1 Kanal,5445.0,Islamabad,C-15,"C-15, Islamabad","C-15, Islamabad",,,Residential Plot,,0,0,0,0,0,0,0,0,0,0,0,,0,https://www.zameen.com/Property/islamabad_c-15_40_feet_street_cutting_area_plot_for_sale-53857570-8915-2.html
"TOP LOCATION PLOT NEAR MARGALLA ROAD C-14, Islamabad ID53691019 - Zameen.com",PKR 6.45 Crore,64500000,1 Kanal,5445.0,Islamabad,C-14,"C-14, Islamabad","C-14, Islamabad",,,Residential Plot,,0,0,0,0,0,0,0,0,0,0,0,,0,https://www.zameen.com/Property/islamabad_c-14_top_location_plot_near_margalla_road-53691019-11367-2.html
"CUTTING AREA, HEIGHTED STREET TOP LOCATION IN C16/3 C-16, Islamabad ID53597864 - Zameen.com",PKR 3.25 Crore,32500000,1 Kanal,5445.0,Islamabad,C-16,"C-16, Islamabad","C-16, Islamabad",,,Residential Plot,,0,0,0,0,0,0,0,0,0,0,0,,0,https://www.zameen.com/Property/islamabad_c-16_cutting_area_heighted_street_top_location_in_c16_3-53597864-8913-2.html
"INVESTOR RATE PLOT IN C-16 C-16, Islamabad ID50940596 - Zameen.com",PKR 1.98 Crore,19800000,1 Kanal,5445.0,Islamabad,C-16,"C-16, Islamabad","C-16, Islamabad",,,Residential Plot,,0,0,0,0,0,0,0,0,0,0,0,,0,https://www.zameen.com/Property/islamabad_c-16_investor_rate_plot_in_c-16-50940596-8913-2.html
"INVESTOR PRICE PLOT IN 600 SERIES E-12/1, E-12, Islamabad ID50953795 - Zameen.com",PKR 1.28 Crore,12800000,4.4 Marla,1197.9,Islamabad,E-12/1,"E-12/1, E-12, Islamabad","E-12/1, E-12, Islamabad",,,Residential Plot,,0,0,0,0,0,0,0,0,0,0,0,,0,https://www.zameen.com/Property/e_12_e-12_1_investor_price_plot_in_600_series-50953795-8177-2.html
"PROPER CORNER 500SQYD AT REASONABLE PRICE D-12/4, D-12, Islamabad ID51346019 - Zameen.com",PKR 13 Crore,130000000,1 Kanal,5445.0,Islamabad,D-12/4,"D-12/4, D-12, Islamabad","D-12/4, D-12, Islamabad",,,Residential Plot,,0,0,0,0,0,0,0,0,0,0,0,,0,https://www.zameen.com/Property/d_12_d-12_4_proper_corner_500sqyd_at_reasonable_price-51346019-3157-2.html
"10 MARLA PARK STREET IN CUTTING AREA E-12/2, E-12, Islamabad ID51799184 - Zameen.com",PKR 3.5 Crore,35000000,10 Marla,2722.5,Islamabad,E-12/2,"E-12/2, E-12, Islamabad","E-12/2, E-12, Islamabad",,,Residential Plot,,0,0,0,0,0,0,0,0,0,0,0,,0,https://www.zameen.com/Property/e_12_e-12_2_10_marla_park_street_in_cutting_area-51799184-8178-2.html
"CORNER WITH EXTRA LAND C-16, Islamabad ID53436873 - Zameen.com",PKR 2.5 Crore,25000000,1 Kanal,5445.0,Islamabad,C-16,"C-16, Islamabad","C-16, Islamabad",,,Residential Plot,,0,0,0,0,0,0,0,0,0,0,0,,0,https://www.zameen.com/Property/islamabad_c-16_corner_with_extra_land-53436873-8913-2.html
"INVESTOR ALERT PLOT C-16, Islamabad ID53436880 - Zameen.com",PKR 2.55 Crore,25500000,1 Kanal,5445.0,Islamabad,C-16,"C-16, Islamabad","C-16, Islamabad",,,Residential Plot,,0,0,0,0,0,0,0,0,0,0,0,,0,https://www.zameen.com/Property/islamabad_c-16_investor_alert_plot-53436880-8913-2.html
"1 KANAL SUN FACE HEIGHTED PLOT FOR SALE C-16, Islamabad ID53436882 - Zameen.com",PKR 3.2 Crore,32000000,1 Kanal,5445.0,Islamabad,C-16,"C-16, Islamabad","C-16, Islamabad",,,Residential Plot,,0,0,0,0,0,0,0,0,0,0,0,,0,https://www.zameen.com/Property/islamabad_c-16_1_kanal_sun_face_heighted_plot_for_sale-53436882-8913-2.html
"14 MARLA AT INVESTOR PRICE D-12/2, D-12, Islamabad ID53460379 - Zameen.com",PKR 6.75 Crore,67500000,14 Marla,3811.5,Islamabad,D-12/2,"D-12/2, D-12, Islamabad","D-12/2, D-12, Islamabad",,,Residential Plot,,0,0,0,0,0,0,0,0,0,0,0,,0,https://www.zameen.com/Property/d_12_d-12_2_14_marla_at_investor_price-53460379-3155-2.html
"MAIN DOUBLE ROAD PLOT AT REASONABLE PRICE Park Enclave 2, Park Enclave, Islamabad ID53460807 - Zameen.com",PKR 5.3 Crore,53000000,1 Kanal,5445.0,Islamabad,Park Enclave 2,"Park Enclave 2, Park Enclave, Islamabad","Park Enclave 2, Park Enclave, Islamabad",,,Residential Plot,,0,0,0,0,0,0,0,0,0,0,0,,0,https://www.zameen.com/Property/park_enclave_park_enclave_2_main_double_road_plot_at_reasonable_price-53460807-17149-2.html
"5 MARLA CLEAR AREA PLOT E-12/3, E-12, Islamabad ID53597859 - Zameen.com",PKR 1.7 Crore,17000000,5 Marla,1361.25,Islamabad,E-12/3,"E-12/3, E-12, Islamabad","E-12/3, E-12, Islamabad",,,Residential Plot,,0,0,0,0,0,0,0,0,0,0,0,,0,https://www.zameen.com/Property/e_12_e-12_3_5_marla_clear_area_plot-53597859-8179-2.html
"70FT ROAD CORNER PLOT AT INVESTOR PRICE D-12/2, D-12, Islamabad ID53597860 - Zameen.com",PKR 13.05 Crore,130500000,1.2 Kanal,6534.0,Islamabad,D-12/2,"D-12/2, D-12, Islamabad","D-12/2, D-12, Islamabad",,,Residential Plot,,0,0,0,0,0,0,0,0,0,0,0,,0,https://www.zameen.com/Property/d_12_d-12_2_70ft_road_corner_plot_at_investor_price-53597860-3155-2.html
"10 MARLA PLOT FOR SALE D-12/2, D-12, Islamabad ID53597862 - Zameen.com",PKR 6.5 Crore,65000000,10 Marla,2722.5,Islamabad,D-12/2,"D-12/2, D-12, Islamabad","D-12/2, D-12, Islamabad",,,Residential Plot,,0,0,0,0,0,0,0,0,0,0,0,,0,https://www.zameen.com/Property/d_12_d-12_2_10_marla_plot_for_sale-53597862-3155-2.html
"1 Kanal Luxury Modern House for Sale in DHA Phase 2 | Front of Central Park | Near Giga Mall | Prime Location. . . ! DHA Defence Phase 2, DHA Defence, Islamabad ID54129514 - Zameen.com",PKR 13.85 Crore,138500000,1 Kanal,5445.0,Islamabad,DHA Defence Phase 2,"DHA Defence Phase 2, DHA Defence, Islamabad","DHA Defence Phase 2, DHA Defence, Islamabad",5,6,House,2026,3,2,1,3,1,1,1,1,1,1,1,2,1,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_luxury_modern_house_for_sale_in_dha_phase_2_front_of_central_park_near_giga_mall_prime_location-54129514-339-1.html
"3 Kanal Ultra Luxury Fully Furnished Mansion For Sale in DHA Phase 2 Islamabad DHA Defence Phase 2, DHA Defence, Islamabad ID54253565 - Zameen.com",PKR 46 Crore,460000000,3 Kanal,16335.0,Islamabad,DHA Defence Phase 2,"DHA Defence Phase 2, DHA Defence, Islamabad","DHA Defence Phase 2, DHA Defence, Islamabad",10,7,House,2026,8,2,3,2,1,1,1,1,1,1,1,2,1,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_3_kanal_ultra_luxury_fully_furnished_mansion_for_sale_in_dha_phase_2_islamabad-54253565-339-1.html
"5 Marla (25x50) Ultra Luxury Hybrid Unit House For sale in mpchs multi Garden B17 Islamabad MPCHS - Block F, MPCHS - Multi Gardens, B-17, Islamabad ID54253369 - Zameen.com",PKR 2.6 Crore,26000000,5 Marla,1361.25,Islamabad,MPCHS - Block F,"MPCHS - Block F, MPCHS - Multi Gardens, B-17, Islamabad","MPCHS - Block F, MPCHS - Multi Gardens, B-17, Islamabad",3,4,House,2026,1,1,1,2,1,1,0,0,0,1,1,2,0,https://www.zameen.com/Property/mpchs_multi_gardens_mpchs_-_block_f_5_marla_25x50_ultra_luxury_hybrid_unit_house_for_sale_in_mpchs_multi_garden_b17_islamabad-54253369-8527-1.html
"2 BED FOR SALE IN ZARKON HEIGHTS G15 ISLAMBAD BLOCK B,C,D,E,F Zarkon Heights, G-15, Islamabad ID54186281 - Zameen.com",PKR 1.9 Crore,19000000,5.5 Marla,1497.38,Islamabad,Zarkon Heights,"Zarkon Heights, G-15, Islamabad","Zarkon Heights, G-15, Islamabad",2,2,Flat,2026,1,0,1,1,1,1,1,1,1,1,1,,1,https://www.zameen.com/Property/g_15_zarkon_heights_2_bed_for_sale_in_zarkon_heights_g15_islambad_block_b_c_d_e_f-54186281-10169-1.html
"10 Marla Brand New House For Sale In Top City-1 Islamabad Top City 1 - Block D, Top City 1, Islamabad ID53681427 - Zameen.com",PKR 5.1 Crore,51000000,10 Marla,2722.5,Islamabad,Top City 1 - Block D,"Top City 1 - Block D, Top City 1, Islamabad","Top City 1 - Block D, Top City 1, Islamabad",5,6,House,,1,1,1,1,1,1,1,1,1,1,1,3,1,https://www.zameen.com/Property/top_city_1_top_city_1_-_block_d_10_marla_brand_new_house_for_sale_in_top_city-1_islamabad-53681427-9233-1.html
"Brand New 10 Marla Luxurious House For Sale DHA Defence Phase 2, DHA Defence, Islamabad ID52964143 - Zameen.com",PKR 5.8 Crore,58000000,10 Marla,2722.5,Islamabad,DHA Defence Phase 2,"DHA Defence Phase 2, DHA Defence, Islamabad","DHA Defence Phase 2, DHA Defence, Islamabad",5,6,House,2025,2,1,2,2,1,1,1,1,1,1,1,2,1,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_brand_new_10_marla_luxurious_house_for_sale-52964143-339-1.html
"10 Marla Luxury &Premium Villa In Eighteen Islamabad Available For Sale Eighteen, Kashmir Highway, Islamabad ID54155476 - Zameen.com",PKR 3.8 Crore,38000000,10 Marla,2722.5,Islamabad,Eighteen,"Eighteen, Kashmir Highway, Islamabad","Eighteen, Kashmir Highway, Islamabad",4,4,House,,1,1,1,1,1,1,1,1,1,1,1,1,1,https://www.zameen.com/Property/kashmir_highway_eighteen_10_marla_luxury_premium_villa_in_eighteen_islamabad_available_for_sale-54155476-12602-1.html
"Brand New Apartment For Sale Askari Heights 5, DHA Defence Phase 5, DHA Defence, Islamabad ID54160832 - Zameen.com",PKR 3.15 Crore,31500000,13.3 Marla,3620.93,Islamabad,Askari Heights 5,"Askari Heights 5, DHA Defence Phase 5, DHA Defence, Islamabad","Askari Heights 5, DHA Defence Phase 5, DHA Defence, Islamabad",4,6,Flat,2009,1,1,1,1,1,1,0,0,1,1,0,,0,https://www.zameen.com/Property/dha_defence_phase_5_askari_heights_5_brand_new_apartment_for_sale-54160832-22450-1.html
"Ideal House Is Available For Sale In Bani Gala Bani Gala, Islamabad ID50367010 - Zameen.com",PKR 5 Crore,50000000,1.3 Kanal,7078.5,Islamabad,Bani Gala,"Bani Gala, Islamabad","Bani Gala, Islamabad",5,6,House,2023,4,1,1,1,1,1,1,1,1,1,1,1,1,https://www.zameen.com/Property/islamabad_bani_gala_ideal_house_is_available_for_sale_in_bani_gala-50367010-340-1.html
"CORNER 25x40 HOUSE G-13 ISLAMABAD G-13, Islamabad ID54158101 - Zameen.com",PKR 3.75 Crore,37500000,4 Marla,1089.0,Islamabad,G-13,"G-13, Islamabad","G-13, Islamabad",5,6,House,2026,1,1,1,2,1,1,1,1,1,1,1,2,1,https://www.zameen.com/Property/islamabad_g-13_corner_25x40_house_g-13_islamabad-54158101-330-1.html
"Change Your Address To Mumtaz City, Mumtaz City For A Reasonable Price Of Rs. 33000000 Mumtaz City, Islamabad ID54164639 - Zameen.com",PKR 3.3 Crore,33000000,8 Marla,2178.0,Islamabad,Mumtaz City,"Mumtaz City, Islamabad","Mumtaz City, Islamabad",5,6,House,2017,3,2,2,1,1,1,1,1,1,1,1,2,1,https://www.zameen.com/Property/islamabad_mumtaz_city_change_your_address_to_mumtaz_city_mumtaz_city_for_a_reasonable_price_of_rs_33000000-54164639-3464-1.html
"1 kanal Beautiful House For Sale In DHA phase 2 Islamabad DHA Defence Phase 2, DHA Defence, Islamabad ID54150609 - Zameen.com",PKR 12.75 Crore,127500000,1 Kanal,5445.0,Islamabad,DHA Defence Phase 2,"DHA Defence Phase 2, DHA Defence, Islamabad","DHA Defence Phase 2, DHA Defence, Islamabad",5,6,House,2026,3,2,2,2,1,1,1,1,1,1,1,2,1,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_beautiful_house_for_sale_in_dha_phase_2_islamabad-54150609-339-1.html
"Luxury 1 Kanal Brand New House In DHA 1 Sector A | Dual Units, 6 Bed, A+ Finish DHA Defence Phase 1, DHA Defence, Islamabad ID52784974 - Zameen.com",PKR 9.5 Crore,95000000,1 Kanal,5445.0,Islamabad,DHA Defence Phase 1,"DHA Defence Phase 1, DHA Defence, Islamabad","DHA Defence Phase 1, DHA Defence, Islamabad",6,7,House,2022,1,1,1,2,1,1,1,1,1,1,1,2,0,https://www.zameen.com/Property/dha_defence_dha_defence_phase_1_luxury_1_kanal_brand_new_house_in_dha_1_sector_a_dual_units_6_bed_a_finish-52784974-376-1.html
"2 Bedroom Furnished Apartment For Sale Al-Ghurair Giga Block 14, DHA-2 Islamabad Al-Ghurair Giga - Block 14, Al-Ghurair Giga, DHA Defence Phase 2, DHA Defence, Islamabad ID52650805 - Zameen.com",PKR 1.07 Crore,10700000,5.1 Marla,1388.47,Islamabad,Al-Ghurair Giga - Block 14,"Al-Ghurair Giga - Block 14, Al-Ghurair Giga, DHA Defence Phase 2, DHA Defence, Islamabad","Al-Ghurair Giga - Block 14, Al-Ghurair Giga, DHA Defence Phase 2, DHA Defence, Islamabad",2,2,Flat,2012,1,1,1,1,0,0,0,0,0,1,1,,1,https://www.zameen.com/Property/al_ghurair_giga_al-ghurair_giga_-_block_14_2_bedroom_furnished_apartment_for_sale_al-ghurair_giga_block_14_dha-2_islamabad-52650805-15118-1.html
"Ultra-Spacious 1 Kanal Corner Mansion with Botanical Garden & 20-Car Parking Block F, B-17 MPCHS - Multi Gardens, B-17, Islamabad ID53683577 - Zameen.com",PKR 6.9 Crore,69000000,1 Kanal,5445.0,Islamabad,MPCHS - Multi Gardens,"MPCHS - Multi Gardens, B-17, Islamabad","MPCHS - Multi Gardens, B-17, Islamabad",11,7,House,2012,4,1,2,3,1,1,1,1,1,0,0,,0,https://www.zameen.com/Property/b_17_mpchs_-_multi_gardens_ultra-spacious_1_kanal_corner_mansion_with_botanical_garden_20-car_parking_block_f_b-17-53683577-3115-1.html
"3 Bed Luxury Apartment (TOP FLOOR CORNER) Is Available For SALE At Warda Hamna Residencia III G-11/3 Islamabad Warda Hamna Residencia 3, G-11/3, G-11, Islamabad ID53549740 - Zameen.com",PKR 3.85 Crore,38500000,8.9 Marla,2423.03,Islamabad,Warda Hamna Residencia 3,"Warda Hamna Residencia 3, G-11/3, G-11, Islamabad","Warda Hamna Residencia 3, G-11/3, G-11, Islamabad",3,3,Flat,2021,1,0,0,0,1,1,1,1,0,0,0,,0,https://www.zameen.com/Property/g_11_3_warda_hamna_residencia_3_3_bed_luxury_apartment_top_floor_corner_is_available_for_sale_at_warda_hamna_residencia_iii_g-11_3_islamabad-53549740-11863-1.html
"Triple Unit Luxury: Brand New 22-Marla Triple Storey Mansion | Sector B, DHA 2 DHA Phase 2 - Sector B, DHA Defence Phase 2, DHA Defence, Islamabad ID53549663 - Zameen.com",PKR 13 Crore,130000000,1.1 Kanal,5989.5,Islamabad,DHA Phase 2 - Sector B,"DHA Phase 2 - Sector B, DHA Defence Phase 2, DHA Defence, Islamabad","DHA Phase 2 - Sector B, DHA Defence Phase 2, DHA Defence, Islamabad",6,6,House,,0,0,0,0,1,1,1,1,0,0,0,3,0,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_-_sector_b_triple_unit_luxury_brand_new_22-marla_triple_storey_mansion_sector_b_dha_2-53549663-3197-1.html
"Kanal Double Storey House Available For Sale In Police Foundation On Hot Location National Police Foundation O-9 - Block B, National Police Foundation O-9, Islamabad ID53683644 - Zameen.com",PKR 4.3 Crore,43000000,1 Kanal,5445.0,Islamabad,National Police Foundation O-9 - Block B,"National Police Foundation O-9 - Block B, National Police Foundation O-9, Islamabad","National Police Foundation O-9 - Block B, National Police Foundation O-9, Islamabad",4,6,House,2012,4,1,0,2,1,1,1,1,1,0,0,,0,https://www.zameen.com/Property/national_police_foundation_o_9_national_police_foundation_o-9_-_block_b_kanal_double_storey_house_available_for_sale_in_police_foundation_on_hot_location-53683644-16426-1.html
"Breathtaking Views: 2-Bed Apartment Overlooking Margalla And Murree Hills At 360 The Residencies Islamabad - Murree Expressway, Islamabad ID53335614 - Zameen.com",PKR 1.97 Crore,19700000,5.3 Marla,1442.92,Islamabad,Islamabad - Murree Expressway,"Islamabad - Murree Expressway, Islamabad","Islamabad - Murree Expressway, Islamabad",2,2,Flat,,2,0,2,0,1,1,1,1,1,1,1,,0,https://www.zameen.com/Property/islamabad_islamabad_-_murree_expressway_breathtaking_views_2-bed_apartment_overlooking_margalla_and_murree_hills_at_360_the_residencies-53335614-342-1.html
"10 Marla House For sale In Beautiful Top City 1 Top City 1, Islamabad ID52231427 - Zameen.com",PKR 3.8 Crore,38000000,10 Marla,2722.5,Islamabad,Top City 1,"Top City 1, Islamabad","Top City 1, Islamabad",5,6,House,2024,1,1,1,1,1,1,1,1,1,1,1,1,1,https://www.zameen.com/Property/islamabad_top_city_1_10_marla_house_for_sale_in_beautiful_top_city_1-52231427-1383-1.html
"Swimming Pool & Lift Installed In 1 Kanal House Ready For Sale In DHA DEFENCE PHASE 2 Islamabad DHA Defence Phase 2, DHA Defence, Islamabad ID54247535 - Zameen.com",PKR 15.5 Crore,155000000,1 Kanal,5445.0,Islamabad,DHA Defence Phase 2,"DHA Defence Phase 2, DHA Defence, Islamabad","DHA Defence Phase 2, DHA Defence, Islamabad",5,6,House,2026,2,2,1,1,1,1,1,1,1,1,1,2,1,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_swimming_pool_lift_installed_in_1_kanal_house_ready_for_sale_in_dha_defence_phase_2_islamabad-54247535-339-1.html
"European Design 1 Kanal Brand New Designer House Ready For Sale In DHA DEFENCE PHASE 2 Islamabad DHA Defence Phase 2, DHA Defence, Islamabad ID54251340 - Zameen.com",PKR 9.8 Crore,98000000,1 Kanal,5445.0,Islamabad,DHA Defence Phase 2,"DHA Defence Phase 2, DHA Defence, Islamabad","DHA Defence Phase 2, DHA Defence, Islamabad",5,6,House,2026,3,2,2,1,1,1,1,1,1,1,1,2,1,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_european_design_1_kanal_brand_new_designer_house_ready_for_sale_in_dha_defence_phase_2_islamabad-54251340-339-1.html
"American Design Brand New 1 Kanal House Ready For Sale In DHA DEFENCE PHASE 2 Islamabad DHA Defence Phase 2, DHA Defence, Islamabad ID54251373 - Zameen.com",PKR 12.5 Crore,125000000,1 Kanal,5445.0,Islamabad,DHA Defence Phase 2,"DHA Defence Phase 2, DHA Defence, Islamabad","DHA Defence Phase 2, DHA Defence, Islamabad",5,6,House,2026,3,2,1,2,1,1,1,1,1,1,1,2,1,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_american_design_brand_new_1_kanal_house_ready_for_sale_in_dha_defence_phase_2_islamabad-54251373-339-1.html
"1 Kanal Elegant Design Bungalow Up For Sale On A Prime Location DHA Defence Phase 2, DHA Defence, Islamabad ID54255284 - Zameen.com",PKR 15.5 Crore,155000000,1 Kanal,5445.0,Islamabad,DHA Defence Phase 2,"DHA Defence Phase 2, DHA Defence, Islamabad","DHA Defence Phase 2, DHA Defence, Islamabad",5,6,House,2026,3,1,1,2,1,1,1,1,1,1,1,2,0,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_elegant_design_bungalow_up_for_sale_on_a_prime_location-54255284-339-1.html
"Brand New 4 Marla House For Sale In Rs. 30000000 Only I-11/2, I-11, Islamabad ID53844259 - Zameen.com",PKR 3 Crore,30000000,4 Marla,1089.0,Islamabad,I-11/2,"I-11/2, I-11, Islamabad","I-11/2, I-11, Islamabad",5,5,House,2020,1,1,1,1,1,1,1,1,1,1,1,1,1,https://www.zameen.com/Property/i_11_i-11_2_brand_new_4_marla_house_for_sale_in_rs_30000000_only-53844259-9879-1.html
"1 Kanal (50x90) Ultra Luxury Designer Corner House For sale in Block C Mpchs Multi Garden B-17 Islamabad MPCHS - Block C, MPCHS - Multi Gardens, B-17, Islamabad ID54194131 - Zameen.com",PKR 10.5 Crore,105000000,1 Kanal,5445.0,Islamabad,MPCHS - Block C,"MPCHS - Block C, MPCHS - Multi Gardens, B-17, Islamabad","MPCHS - Block C, MPCHS - Multi Gardens, B-17, Islamabad",6,6,House,,3,1,1,2,1,1,1,1,1,1,1,2,0,https://www.zameen.com/Property/mpchs_multi_gardens_mpchs_-_block_c_1_kanal_50x90_ultra_luxury_designer_corner_house_for_sale_in_block_c_mpchs_multi_garden_b-17_islamabad-54194131-3118-1.html
"Affordable House For Sale In Top City 1 - Block A Top City 1 - Block A, Top City 1, Islamabad ID53648777 - Zameen.com",PKR 4 Crore,40000000,10 Marla,2722.5,Islamabad,Top City 1 - Block A,"Top City 1 - Block A, Top City 1, Islamabad","Top City 1 - Block A, Top City 1, Islamabad",5,6,House,,2,1,1,1,1,1,1,1,1,1,1,,0,https://www.zameen.com/Property/top_city_1_top_city_1_-_block_a_affordable_house_for_sale_in_top_city_1_-_block_a-53648777-9231-1.html
"Two Bedroom Corner and Margalla Hills Facing Apartment In J7 Emporium B-17 Islamabad B-17, Islamabad ID53981969 - Zameen.com",PKR 3.65 Crore,36500000,7.7 Marla,2096.33,Islamabad,B-17,"B-17, Islamabad","B-17, Islamabad",2,2,Flat,2021,2,1,1,2,1,1,1,1,1,1,1,,1,https://www.zameen.com/Property/islamabad_b-17_two_bedroom_corner_and_margalla_hills_facing_apartment_in_j7_emporium_b-17_islamabad-53981969-616-1.html
"Main Boulevard House For Sale Top City 1, Islamabad ID53705640 - Zameen.com",PKR 4.95 Crore,49500000,10 Marla,2722.5,Islamabad,Top City 1,"Top City 1, Islamabad","Top City 1, Islamabad",6,6,House,2025,1,1,0,2,1,1,1,1,1,1,1,2,1,https://www.zameen.com/Property/islamabad_top_city_1_main_boulevard_house_for_sale-53705640-1383-1.html
"Investor Rate 50x90 House in Prime F-8 F-8, Islamabad ID53612568 - Zameen.com",PKR 22.25 Crore,222500000,1 Kanal,5445.0,Islamabad,F-8,"F-8, Islamabad","F-8, Islamabad",5,6,House,,1,0,0,0,0,0,0,0,0,0,0,,0,https://www.zameen.com/Property/islamabad_f-8_investor_rate_50x90_house_in_prime_f-8-53612568-166-1.html
"Highly-Desirable Prime Location House Available In G-14/4 For Sale G-14/4, G-14, Islamabad ID53611689 - Zameen.com",PKR 9.3 Crore,93000000,14 Marla,3811.5,Islamabad,G-14/4,"G-14/4, G-14, Islamabad","G-14/4, G-14, Islamabad",8,6,House,2020,3,1,1,3,1,1,1,1,1,1,1,1,1,https://www.zameen.com/Property/g_14_g-14_4_highly-desirable_prime_location_house_available_in_g-14_4_for_sale-53611689-3346-1.html
"F-11 Markaz One Bedroom Apartment Available For Sale F-11 Markaz, F-11, Islamabad ID54227799 - Zameen.com",PKR 2.15 Crore,21500000,5.6 Marla,1524.6,Islamabad,F-11 Markaz,"F-11 Markaz, F-11, Islamabad","F-11 Markaz, F-11, Islamabad",1,1,Flat,2011,1,0,0,1,0,0,0,0,0,1,0,,0,https://www.zameen.com/Property/f_11_f-11_markaz_f-11_markaz_one_bedroom_apartment_available_for_sale-54227799-3286-1.html
