Title,Price,Price_in_PKR,Area,Area_in_Sqft,City,Sub_Location,Location,Full_Location,Bedrooms,Bathrooms,Property_Type,Built_Year,Parking_Spaces,Servant_Quarters,Store_Rooms,Kitchens,Drawing_Rooms,Dining_Rooms,Study_Rooms,Prayer_Rooms,Powder_Rooms,Lounge_or_Sitting_Rooms,Laundry_Rooms,Floors,Furnished,URL
"Legnum Tower 2 Bed Furnished Apartment 7th Floor For Sale Lignum Tower, DHA Defence Phase 2, DHA Defence, Islamabad ID54219488 - Zameen.com",PKR 1.75 Crore,17500000,6.3 Marla,1715.17,Islamabad,Lignum Tower,"Lignum Tower, DHA Defence Phase 2, DHA Defence, Islamabad","Lignum Tower, DHA Defence Phase 2, DHA Defence, Islamabad",2,2,Flat,,0,0,0,0,0,0,0,0,0,1,1,,1,https://www.zameen.com/Property/dha_defence_phase_2_lignum_tower_legnum_tower_2_bed_furnished_apartment_7th_floor_for_sale-54219488-9913-1.html
"Buying A House In Top City 1 - Block B Islamabad Top City 1 - Block B, Top City 1, Islamabad ID54218677 - Zameen.com",PKR 9 Crore,90000000,1 Kanal,5445.0,Islamabad,Top City 1 - Block B,"Top City 1 - Block B, Top City 1, Islamabad","Top City 1 - Block B, Top City 1, Islamabad",6,6,House,,0,0,0,1,1,1,1,1,1,1,1,,0,https://www.zameen.com/Property/top_city_1_top_city_1_-_block_b_buying_a_house_in_top_city_1_-_block_b_islamabad-54218677-9230-1.html
"House Of 10 Marla Is Available For sale In Top City 1 Top City 1, Islamabad ID54218681 - Zameen.com",PKR 4.85 Crore,48500000,10 Marla,2722.5,Islamabad,Top City 1,"Top City 1, Islamabad","Top City 1, Islamabad",5,5,House,,0,0,1,1,1,1,1,1,1,1,1,,0,https://www.zameen.com/Property/islamabad_top_city_1_house_of_10_marla_is_available_for_sale_in_top_city_1-54218681-1383-1.html
"HOUSE FOR SALE IN F-11 F-11, Islamabad ID53341779 - Zameen.com",PKR 9.5 Crore,95000000,10 Marla,2722.5,Islamabad,F-11,"F-11, Islamabad","F-11, Islamabad",5,6,House,2010,2,1,1,2,1,1,1,1,1,1,1,2,0,https://www.zameen.com/Property/islamabad_f-11_house_for_sale_in_f-11-53341779-163-1.html
"TRIPLE STORY E-11 MAIN DOUBLE HOUSE FOR SALE E-11, Islamabad ID53637335 - Zameen.com",PKR 17 Crore,170000000,1 Kanal,5445.0,Islamabad,E-11,"E-11, Islamabad","E-11, Islamabad",8,6,House,2017,5,2,1,2,1,1,1,1,1,1,1,8,0,https://www.zameen.com/Property/islamabad_e-11_triple_story_e-11_main_double_house_for_sale-53637335-329-1.html
"DESIGNER HOUSE FOR SALE E- 11 E-11, Islamabad ID54206366 - Zameen.com",PKR 7.3 Crore,73000000,8 Marla,2178.0,Islamabad,E-11,"E-11, Islamabad","E-11, Islamabad",5,6,House,2022,2,2,1,2,1,1,1,1,1,1,1,2,0,https://www.zameen.com/Property/islamabad_e-11_designer_house_for_sale_e-_11-54206366-329-1.html
"Oleander Sector A DHA Defence Phase 7, DHA Defence, Islamabad ID54240781 - Zameen.com",PKR 1.7 Crore,17000000,8 Marla,2178.0,Islamabad,DHA Defence Phase 7,"DHA Defence Phase 7, DHA Defence, Islamabad","DHA Defence Phase 7, DHA Defence, Islamabad",3,3,House,2013,4,0,0,0,0,0,0,0,0,0,0,2,0,https://www.zameen.com/Property/dha_defence_dha_defence_phase_7_oleander_sector_a-54240781-22460-1.html
"10 Marla Newly Built House For Sale In Bani Gala Bani Gala, Islamabad ID53421452 - Zameen.com",PKR 2.5 Crore,25000000,10 Marla,2722.5,Islamabad,Bani Gala,"Bani Gala, Islamabad","Bani Gala, Islamabad",5,6,House,2025,2,1,1,2,1,1,0,0,1,1,0,2,1,https://www.zameen.com/Property/islamabad_bani_gala_10_marla_newly_built_house_for_sale_in_bani_gala-53421452-340-1.html
"Most Beautiful Design Of 1 Kanal House Up For Sale DHA Defence Phase 2, DHA Defence, Islamabad ID54255011 - Zameen.com",PKR 12.75 Crore,127500000,1 Kanal,5445.0,Islamabad,DHA Defence Phase 2,"DHA Defence Phase 2, DHA Defence, Islamabad","DHA Defence Phase 2, DHA Defence, Islamabad",5,6,House,2026,3,1,1,2,1,1,1,1,1,1,1,2,0,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_most_beautiful_design_of_1_kanal_house_up_for_sale-54255011-339-1.html
"Brand New Double Storey House Available For Sale In Soan Garden Islamabad Soan Garden, Islamabad ID51874408 - Zameen.com",PKR 2.95 Crore,29500000,6.7 Marla,1824.08,Islamabad,Soan Garden,"Soan Garden, Islamabad","Soan Garden, Islamabad",4,6,House,2025,2,0,1,1,1,1,1,1,0,1,1,2,0,https://www.zameen.com/Property/islamabad_soan_garden_brand_new_double_storey_house_available_for_sale_in_soan_garden_islamabad-51874408-338-1.html
"6 Marla Brand New House Available For Sale In Soan Garden Islamabad Soan Garden - Block H, Soan Garden, Islamabad ID53759062 - Zameen.com",PKR 2.9 Crore,29000000,6 Marla,1633.5,Islamabad,Soan Garden - Block H,"Soan Garden - Block H, Soan Garden, Islamabad","Soan Garden - Block H, Soan Garden, Islamabad",4,6,House,2025,2,0,1,2,1,1,1,0,0,1,1,2,0,https://www.zameen.com/Property/soan_garden_soan_garden_-_block_h_6_marla_brand_new_house_available_for_sale_in_soan_garden_islamabad-53759062-3498-1.html
"6 Marla Brand New Double Storey House for Sale in Soan Garden Housing Society, H Block Prime Location on Islamabad Expressway Soan Garden - Block H, Soan Garden, Islamabad ID53832440 - Zameen.com",PKR 2.8 Crore,28000000,6 Marla,1633.5,Islamabad,Soan Garden - Block H,"Soan Garden - Block H, Soan Garden, Islamabad","Soan Garden - Block H, Soan Garden, Islamabad",4,6,House,2025,2,0,1,2,1,1,1,1,1,1,1,1,0,https://www.zameen.com/Property/soan_garden_soan_garden_-_block_h_6_marla_brand_new_double_storey_house_for_sale_in_soan_garden_housing_society_h_block_prime_location_on_islamabad_expressway-53832440-3498-1.html
"Ultra Modern Designer 2.5 Kanal Mansion With A+ Quality Construction Wide Street DHA Defence Phase 2, DHA Defence, Islamabad ID52366347 - Zameen.com",PKR 24.9 Crore,249000000,2.5 Kanal,13612.5,Islamabad,DHA Defence Phase 2,"DHA Defence Phase 2, DHA Defence, Islamabad","DHA Defence Phase 2, DHA Defence, Islamabad",7,6,House,2025,6,2,2,2,1,1,1,1,1,1,1,2,1,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_ultra_modern_designer_2_5_kanal_mansion_with_a_quality_construction_wide_street-52366347-339-1.html
"Brand New Fully Furnished Ultra Modern Mansion In DHA-2 DHA Defence Phase 2, DHA Defence, Islamabad ID52381835 - Zameen.com",PKR 12.75 Crore,127500000,1 Kanal,5445.0,Islamabad,DHA Defence Phase 2,"DHA Defence Phase 2, DHA Defence, Islamabad","DHA Defence Phase 2, DHA Defence, Islamabad",5,6,House,2025,3,1,1,2,1,1,1,1,1,1,1,2,1,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_brand_new_fully_furnished_ultra_modern_mansion_in_dha-2-52381835-339-1.html
"Brand New Stunning Designer A+ Quality Masterpiece At Prime Location of zaraj DHA Defence Phase 2, DHA Defence, Islamabad ID52405866 - Zameen.com",PKR 5.5 Crore,55000000,10 Marla,2722.5,Islamabad,DHA Defence Phase 2,"DHA Defence Phase 2, DHA Defence, Islamabad","DHA Defence Phase 2, DHA Defence, Islamabad",5,6,House,2025,3,1,2,2,1,1,1,1,1,1,1,2,1,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_brand_new_stunning_designer_a_quality_masterpiece_at_prime_location_of_zaraj-52405866-339-1.html
"Luxury Double Unit Designer Kanal Bungalow DHA Defence Phase 2, DHA Defence, Islamabad ID52443980 - Zameen.com",PKR 10 Crore,100000000,1 Kanal,5445.0,Islamabad,DHA Defence Phase 2,"DHA Defence Phase 2, DHA Defence, Islamabad","DHA Defence Phase 2, DHA Defence, Islamabad",6,6,House,2024,3,2,2,2,1,1,1,1,1,1,1,2,1,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_luxury_double_unit_designer_kanal_bungalow-52443980-339-1.html
"Luxurious 8 Marla Triple-Sided Open Home with Huge Lawn 1.5 Kanal in Bahria Enclave, Sector J - PKR 4.25 Crore Bahria Enclave - Sector J, Bahria Enclave, Bahria Town, Islamabad ID54204276 - Zameen.com",PKR 4.25 Crore,42500000,8 Marla,2178.0,Islamabad,Bahria Enclave - Sector J,"Bahria Enclave - Sector J, Bahria Enclave, Bahria Town, Islamabad","Bahria Enclave - Sector J, Bahria Enclave, Bahria Town, Islamabad",5,7,House,2026,1,1,2,2,1,1,1,1,1,1,1,2,0,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_j_luxurious_8_marla_triple-sided_open_home_with_huge_lawn_1_5_kanal_in_bahria_enclave_sector_j_-_pkr_4_25_crore-54204276-11981-1.html
"20 MARLA CORNER DOUBLE UNIT HOUSE FOR SALE IN DHA PHASE 2 IN INVESTOR PRICE DHA PHASE 2, ISLAMABAD DHA Defence Phase 2, DHA Defence, Islamabad ID54249584 - Zameen.com",PKR 7.7 Crore,77000000,1 Kanal,5445.0,Islamabad,DHA Defence Phase 2,"DHA Defence Phase 2, DHA Defence, Islamabad","DHA Defence Phase 2, DHA Defence, Islamabad",8,6,House,2016,8,3,4,3,1,1,1,1,1,1,1,1,1,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_20_marla_corner_double_unit_house_for_sale_in_dha_phase_2_in_investor_price_dha_phase_2_islamabad-54249584-339-1.html
"Sector N 5 Marla Brand New Corner House With 2 Marla Extraland Excellent Construction Quality Sun facing House Available for Sale Bahria Enclave - Sector N, Bahria Enclave, Bahria Town, Islamabad ID54185105 - Zameen.com",PKR 3.2 Crore,32000000,7 Marla,1905.75,Islamabad,Bahria Enclave - Sector N,"Bahria Enclave - Sector N, Bahria Enclave, Bahria Town, Islamabad","Bahria Enclave - Sector N, Bahria Enclave, Bahria Town, Islamabad",4,6,House,2024,1,1,1,2,1,1,1,1,1,1,1,2,1,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_n_sector_n_5_marla_brand_new_corner_house_with_2_marla_extraland_excellent_construction_quality_sun_facing_house_available_for_sale-54185105-11975-1.html
"Corner 10 Marla Semi Furnished House For Sale Top City 1, Islamabad ID54225061 - Zameen.com",PKR 6.35 Crore,63500000,10 Marla,2722.5,Islamabad,Top City 1,"Top City 1, Islamabad","Top City 1, Islamabad",6,6,House,2026,2,1,1,2,1,1,1,1,0,0,0,2,0,https://www.zameen.com/Property/islamabad_top_city_1_corner_10_marla_semi_furnished_house_for_sale-54225061-1383-1.html
"50X90 Prime Location Old House Is Available For Sale F-7, Islamabad ID54000891 - Zameen.com",PKR 29.5 Crore,295000000,1 Kanal,5445.0,Islamabad,F-7,"F-7, Islamabad","F-7, Islamabad",4,5,House,,1,1,0,1,1,1,0,1,1,1,0,,0,https://www.zameen.com/Property/islamabad_f-7_50x90_prime_location_old_house_is_available_for_sale-54000891-165-1.html
"I-10/2 25x60 Brand New House For Sale Out Class Construction I-10, Islamabad ID53607151 - Zameen.com",PKR 5.25 Crore,52500000,6.7 Marla,1824.08,Islamabad,I-10,"I-10, Islamabad","I-10, Islamabad",5,6,House,2025,0,0,0,1,1,1,0,0,0,1,0,2,0,https://www.zameen.com/Property/islamabad_i-10_i-10_2_25x60_brand_new_house_for_sale_out_class_construction-53607151-173-1.html
"_Brand New 7 Marla Luxury Double Story House for Sale in Gulberg Residencia Gulberg Residencia - Block I, Gulberg Residencia, Gulberg, Islamabad ID54164037 - Zameen.com",PKR 4.4 Crore,44000000,7 Marla,1905.75,Islamabad,Gulberg Residencia - Block I,"Gulberg Residencia - Block I, Gulberg Residencia, Gulberg, Islamabad","Gulberg Residencia - Block I, Gulberg Residencia, Gulberg, Islamabad",5,5,House,1,2,1,1,2,1,1,1,1,1,1,1,2,1,https://www.zameen.com/Property/gulberg_residencia_gulberg_residencia_-_block_i_brand_new_7_marla_luxury_double_story_house_for_sale_in_gulberg_residencia-54164037-9119-1.html
"5 Marla House For Sale Available In B-17 MPCHS - Block C1, MPCHS - Multi Gardens, B-17, Islamabad ID54152881 - Zameen.com",PKR 2.32 Crore,23200000,5 Marla,1361.25,Islamabad,MPCHS - Block C1,"MPCHS - Block C1, MPCHS - Multi Gardens, B-17, Islamabad","MPCHS - Block C1, MPCHS - Multi Gardens, B-17, Islamabad",4,4,House,2020,1,1,1,1,1,1,1,1,1,1,1,1,1,https://www.zameen.com/Property/mpchs_multi_gardens_mpchs_-_block_c1_5_marla_house_for_sale_available_in_b-17-54152881-12607-1.html
"Brand New 1.5 Storey House For Sale In Bani Gala Bani Gala, Islamabad ID53774818 - Zameen.com",PKR 1.4 Crore,14000000,5 Marla,1361.25,Islamabad,Bani Gala,"Bani Gala, Islamabad","Bani Gala, Islamabad",3,4,House,2026,1,0,0,2,1,0,0,0,0,0,0,2,1,https://www.zameen.com/Property/islamabad_bani_gala_brand_new_1_5_storey_house_for_sale_in_bani_gala-53774818-340-1.html
"DHA Phase 1 Sector F Defence Villa' For Sale DHA Phase 1 - Defence Villas, DHA Phase 1 - Sector F, DHA Defence Phase 1, DHA Defence, Islamabad ID52093852 - Zameen.com",PKR 3.85 Crore,38500000,11 Marla,2994.75,Islamabad,DHA Phase 1 - Defence Villas,"DHA Phase 1 - Defence Villas, DHA Phase 1 - Sector F, DHA Defence Phase 1, DHA Defence, Islamabad","DHA Phase 1 - Defence Villas, DHA Phase 1 - Sector F, DHA Defence Phase 1, DHA Defence, Islamabad",3,4,House,2007,4,2,2,2,1,1,1,1,1,1,1,1,1,https://www.zameen.com/Property/dha_phase_1_sector_f_dha_phase_1_-_defence_villas_dha_phase_1_sector_f_defence_villa_for_sale-52093852-3075-1.html
"Block B Luxurious 5 Kanal Furnished Farmhouse For Sale Heighted Prime Location Gulberg Greens - Block B, Gulberg Greens, Gulberg, Islamabad ID53113687 - Zameen.com",PKR 32 Crore,320000000,5 Kanal,27225.0,Islamabad,Gulberg Greens - Block B,"Gulberg Greens - Block B, Gulberg Greens, Gulberg, Islamabad","Gulberg Greens - Block B, Gulberg Greens, Gulberg, Islamabad",9,7,Farm House,2023,1,1,1,1,1,1,1,1,1,1,1,2,1,https://www.zameen.com/Property/gulberg_greens_gulberg_greens_-_block_b_block_b_luxurious_5_kanal_furnished_farmhouse_for_sale_heighted_prime_location-53113687-8314-1.html
"Block A Luxurious 10 Kanal Corner Farmhouse For Sale Prime Location Gulberg Greens - Block E, Gulberg Greens, Gulberg, Islamabad ID53113692 - Zameen.com",PKR 60 Crore,600000000,10 Kanal,54450.0,Islamabad,Gulberg Greens - Block E,"Gulberg Greens - Block E, Gulberg Greens, Gulberg, Islamabad","Gulberg Greens - Block E, Gulberg Greens, Gulberg, Islamabad",11,7,Farm House,2017,1,1,1,1,1,1,1,1,0,0,0,2,0,https://www.zameen.com/Property/gulberg_greens_gulberg_greens_-_block_e_block_a_luxurious_10_kanal_corner_farmhouse_for_sale_prime_location-53113692-8317-1.html
"Prime Location 5 Bedroom Liveable House E-7, Islamabad ID54252047 - Zameen.com",PKR 67 Crore,670000000,1.9 Kanal,10345.5,Islamabad,E-7,"E-7, Islamabad","E-7, Islamabad",5,5,House,1983,5,2,0,2,1,1,1,1,1,1,1,2,0,https://www.zameen.com/Property/islamabad_e-7_prime_location_5_bedroom_liveable_house-54252047-343-1.html
"Corner 5 Marla Designer House For Sale In FMC Adjacent To B17 C1 Block MPCHS - Multi Gardens, B-17, Islamabad ID52984851 - Zameen.com",PKR 4 Crore,40000000,5 Marla,1361.25,Islamabad,MPCHS - Multi Gardens,"MPCHS - Multi Gardens, B-17, Islamabad","MPCHS - Multi Gardens, B-17, Islamabad",6,6,House,2025,5,2,2,2,1,1,1,1,0,0,0,2,0,https://www.zameen.com/Property/b_17_mpchs_-_multi_gardens_corner_5_marla_designer_house_for_sale_in_fmc_adjacent_to_b17_c1_block-52984851-3115-1.html
"3 Bed Fully Fitted Luxury and Spacious Apartment in Eighteen for Sale Eighteen, Kashmir Highway, Islamabad ID54155599 - Zameen.com",PKR 6.8 Crore,68000000,9.1 Marla,2477.47,Islamabad,Eighteen,"Eighteen, Kashmir Highway, Islamabad","Eighteen, Kashmir Highway, Islamabad",3,4,Flat,2025,1,1,1,1,1,1,1,1,1,1,1,,1,https://www.zameen.com/Property/kashmir_highway_eighteen_3_bed_fully_fitted_luxury_and_spacious_apartment_in_eighteen_for_sale-54155599-12602-1.html
"2 Kanal Luxury & Premium Villa in Eighteen Islamabad available for sale Eighteen, Kashmir Highway, Islamabad ID54155421 - Zameen.com",PKR 17 Crore,170000000,2 Kanal,10890.0,Islamabad,Eighteen,"Eighteen, Kashmir Highway, Islamabad","Eighteen, Kashmir Highway, Islamabad",6,6,House,2025,1,1,1,1,1,1,1,1,1,1,1,1,1,https://www.zameen.com/Property/kashmir_highway_eighteen_2_kanal_luxury_premium_villa_in_eighteen_islamabad_available_for_sale-54155421-12602-1.html
"1 Kanal Luxury & Premium Villa in Eighteen Islamabad for sale Eighteen, Kashmir Highway, Islamabad ID54155365 - Zameen.com",PKR 7.5 Crore,75000000,1 Kanal,5445.0,Islamabad,Eighteen,"Eighteen, Kashmir Highway, Islamabad","Eighteen, Kashmir Highway, Islamabad",5,5,House,2025,3,1,1,2,1,1,1,1,1,1,1,1,1,https://www.zameen.com/Property/kashmir_highway_eighteen_1_kanal_luxury_premium_villa_in_eighteen_islamabad_for_sale-54155365-12602-1.html
"Brand New Ultra Modern Corner Mansion With Swimming Pool And Elevator A+ Quality Construction DHA Defence Phase 2, DHA Defence, Islamabad ID52629225 - Zameen.com",PKR 15.5 Crore,155000000,1 Kanal,5445.0,Islamabad,DHA Defence Phase 2,"DHA Defence Phase 2, DHA Defence, Islamabad","DHA Defence Phase 2, DHA Defence, Islamabad",6,6,House,2025,3,2,2,2,1,1,1,1,1,1,1,2,1,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_brand_new_ultra_modern_corner_mansion_with_swimming_pool_and_elevator_a_quality_construction-52629225-339-1.html
"Ultra Modern A+ Kanal Mansion With Maze-9 Theme Lounge And Aesthetic Designs And Imported Appliances DHA Defence Phase 2, DHA Defence, Islamabad ID53228424 - Zameen.com",PKR 12.49 Crore,124900000,1 Kanal,5445.0,Islamabad,DHA Defence Phase 2,"DHA Defence Phase 2, DHA Defence, Islamabad","DHA Defence Phase 2, DHA Defence, Islamabad",5,6,House,2026,3,1,2,2,1,1,1,1,1,1,1,2,0,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_ultra_modern_a_kanal_mansion_with_maze-9_theme_lounge_and_aesthetic_designs_and_imported_appliances-53228424-339-1.html
"Brand New Ultra Modern Designer Mansion At Prime Location House For Sale DHA Defence Phase 2, DHA Defence, Islamabad ID54066975 - Zameen.com",PKR 12.9 Crore,129000000,1 Kanal,5445.0,Islamabad,DHA Defence Phase 2,"DHA Defence Phase 2, DHA Defence, Islamabad","DHA Defence Phase 2, DHA Defence, Islamabad",5,6,House,2026,3,1,2,2,1,1,1,1,1,1,1,2,0,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_brand_new_ultra_modern_designer_mansion_at_prime_location_house_for_sale-54066975-339-1.html
"1 Kanal Aesthetic Design Corner Bungalow on Prime Location Up For Sale DHA Defence Phase 2, DHA Defence, Islamabad ID54254980 - Zameen.com",PKR 13.5 Crore,135000000,1 Kanal,5445.0,Islamabad,DHA Defence Phase 2,"DHA Defence Phase 2, DHA Defence, Islamabad","DHA Defence Phase 2, DHA Defence, Islamabad",6,6,House,2026,3,1,1,2,1,1,1,1,1,1,1,2,0,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_aesthetic_design_corner_bungalow_on_prime_location_up_for_sale-54254980-339-1.html
"Brand New Designer Single Unit 5 Bed Prime Location Mansion DHA Defence Phase 2, DHA Defence, Islamabad ID54108880 - Zameen.com",PKR 11.25 Crore,112500000,1 Kanal,5445.0,Islamabad,DHA Defence Phase 2,"DHA Defence Phase 2, DHA Defence, Islamabad","DHA Defence Phase 2, DHA Defence, Islamabad",5,6,House,2026,3,2,2,2,1,1,1,1,1,1,1,2,0,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_brand_new_designer_single_unit_5_bed_prime_location_mansion-54108880-339-1.html
"1 kanal beautiful House For Sale In DHA phase 2 Islamabad DHA Defence Phase 2, DHA Defence, Islamabad ID54150559 - Zameen.com",PKR 14 Crore,140000000,1 Kanal,5445.0,Islamabad,DHA Defence Phase 2,"DHA Defence Phase 2, DHA Defence, Islamabad","DHA Defence Phase 2, DHA Defence, Islamabad",5,6,House,2025,1,0,1,1,0,0,0,0,0,0,0,,0,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_beautiful_house_for_sale_in_dha_phase_2_islamabad-54150559-339-1.html
"1 Kanal Designer House For Sale Near Giga Mall DHA Defence Phase 2, DHA Defence, Islamabad ID54120620 - Zameen.com",PKR 14.5 Crore,145000000,1 Kanal,5445.0,Islamabad,DHA Defence Phase 2,"DHA Defence Phase 2, DHA Defence, Islamabad","DHA Defence Phase 2, DHA Defence, Islamabad",5,,House,2023,1,0,0,1,1,1,1,1,1,1,1,1,0,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_designer_house_for_sale_near_giga_mall-54120620-339-1.html
"Brand New Double Unit Designer 6 Bed House At Prime Location DHA Defence Phase 2, DHA Defence, Islamabad ID54108915 - Zameen.com",PKR 8.5 Crore,85000000,1 Kanal,5445.0,Islamabad,DHA Defence Phase 2,"DHA Defence Phase 2, DHA Defence, Islamabad","DHA Defence Phase 2, DHA Defence, Islamabad",6,6,House,2026,3,2,2,2,1,1,1,1,1,1,1,2,0,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_brand_new_double_unit_designer_6_bed_house_at_prime_location-54108915-339-1.html
"Offer Offer! 6 Months Time Modern Brand-New House Is For SALE F-7, Islamabad ID53604121 - Zameen.com",PKR 58 Crore,580000000,1.3 Kanal,7078.5,Islamabad,F-7,"F-7, Islamabad","F-7, Islamabad",6,7,House,,1,2,1,3,1,1,1,0,0,1,1,3,0,https://www.zameen.com/Property/islamabad_f-7_offer_offer_6_months_time_modern_brand-new_house_is_for_sale-53604121-165-1.html
"Elegant House Is For Sale In F-6 F-6, Islamabad ID53318282 - Zameen.com",PKR 38.5 Crore,385000000,17.8 Marla,4846.05,Islamabad,F-6,"F-6, Islamabad","F-6, Islamabad",7,7,House,2025,1,1,2,1,1,1,1,1,1,1,1,2,1,https://www.zameen.com/Property/islamabad_f-6_elegant_house_is_for_sale_in_f-6-53318282-164-1.html
"THE MOST ELEGANT DESIGNER 4080 HOUSE OF G13 WITH SOLAR ON 70ft ROAD G-13/1, G-13, Islamabad ID53949517 - Zameen.com",PKR 12.99 Crore,129900000,14.2 Marla,3865.95,Islamabad,G-13/1,"G-13/1, G-13, Islamabad","G-13/1, G-13, Islamabad",7,7,House,,0,0,0,0,0,0,0,0,0,0,0,,0,https://www.zameen.com/Property/g_13_g-13_1_the_most_elegant_designer_4080_house_of_g13_with_solar_on_70ft_road-53949517-3337-1.html
"1 Kanal Luxury House For Sale In DHA Phase 2, Islamabad DHA Defence Phase 2, DHA Defence, Islamabad ID53583485 - Zameen.com",PKR 14 Crore,140000000,1 Kanal,5445.0,Islamabad,DHA Defence Phase 2,"DHA Defence Phase 2, DHA Defence, Islamabad","DHA Defence Phase 2, DHA Defence, Islamabad",5,6,House,2019,1,2,1,3,1,1,1,1,1,1,1,,1,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_luxury_house_for_sale_in_dha_phase_2_islamabad-53583485-339-1.html
"Luxurious 7-Bedroom House For Sale On Prime Location F-7, Islamabad ID49610450 - Zameen.com",PKR 45 Crore,450000000,2.5 Kanal,13612.5,Islamabad,F-7,"F-7, Islamabad","F-7, Islamabad",7,6,House,2023,4,2,1,2,1,1,1,1,1,1,1,2,1,https://www.zameen.com/Property/islamabad_f-7_luxurious_7-bedroom_house_for_sale_on_prime_location-49610450-165-1.html
"Prime location fully furnished flat for sale owner shifting abroad reasionable price- E-11, Islamabad ID54115150 - Zameen.com",PKR 1.7 Crore,17000000,4.9 Marla,1334.03,Islamabad,E-11,"E-11, Islamabad","E-11, Islamabad",2,2,Flat,2021,1,0,0,0,0,0,0,0,0,0,0,,0,https://www.zameen.com/Property/islamabad_e-11_prime_location_fully_furnished_flat_for_sale_owner_shifting_abroad_reasionable_price--54115150-329-1.html
"Prime Location House 1066sqyds Size 80x120= CDA Transfer Two Owners- F-7, Islamabad ID54150880 - Zameen.com",PKR 52 Crore,520000000,2.1 Kanal,11434.5,Islamabad,F-7,"F-7, Islamabad","F-7, Islamabad",8,7,House,2010,6,2,2,2,1,1,1,1,1,1,1,3,0,https://www.zameen.com/Property/islamabad_f-7_prime_location_house_1066sqyds_size_80x120_cda_transfer_two_owners--54150880-165-1.html
"Prime Location On Marrgalla Road 1000sqyds In Coming Rent $5000 Only Serious Buyers- F-8, Islamabad ID54169872 - Zameen.com",PKR 70 Crore,700000000,2 Kanal,10890.0,Islamabad,F-8,"F-8, Islamabad","F-8, Islamabad",5,5,House,2021,6,0,0,0,0,0,0,0,0,0,0,2,0,https://www.zameen.com/Property/islamabad_f-8_prime_location_on_marrgalla_road_1000sqyds_in_coming_rent_5000_only_serious_buyers--54169872-166-1.html
"10 Marla Designer Made / Proper Corner / Sunface House Available For Sale In Topcity-1 Islamabad. Top City 1, Islamabad ID54232097 - Zameen.com",PKR 6.95 Crore,69500000,10 Marla,2722.5,Islamabad,Top City 1,"Top City 1, Islamabad","Top City 1, Islamabad",5,6,House,2026,1,0,0,0,0,0,0,0,0,0,0,2,0,https://www.zameen.com/Property/islamabad_top_city_1_10_marla_designer_made_proper_corner_sunface_house_available_for_sale_in_topcity-1_islamabad-54232097-1383-1.html
"5 Marla House Situated In National Police Foundation O-9 - Block C For Sale National Police Foundation O-9 - Block C, National Police Foundation O-9, Islamabad ID54236477 - Zameen.com",PKR 1.8 Crore,18000000,5 Marla,1361.25,Islamabad,National Police Foundation O-9 - Block C,"National Police Foundation O-9 - Block C, National Police Foundation O-9, Islamabad","National Police Foundation O-9 - Block C, National Police Foundation O-9, Islamabad",4,,House,,0,0,0,0,0,0,0,0,0,0,0,,0,https://www.zameen.com/Property/national_police_foundation_o_9_national_police_foundation_o-9_-_block_c_5_marla_house_situated_in_national_police_foundation_o-9_-_block_c_for_sale-54236477-16427-1.html
"House for sale corner 7 marla block L Gulberg Residencia - Block L, Gulberg Residencia, Gulberg, Islamabad ID54254563 - Zameen.com",PKR 3.8 Crore,38000000,7 Marla,1905.75,Islamabad,Gulberg Residencia - Block L,"Gulberg Residencia - Block L, Gulberg Residencia, Gulberg, Islamabad","Gulberg Residencia - Block L, Gulberg Residencia, Gulberg, Islamabad",4,4,House,2026,2,2,2,2,1,1,1,1,1,1,1,2,1,https://www.zameen.com/Property/gulberg_residencia_gulberg_residencia_-_block_l_house_for_sale_corner_7_marla_block_l-54254563-9122-1.html
"1 Kanal Designer House For Sale In Bahria Enclave Islamabad Sector C (Main Boulevard, Margalla Facing) Bahria Enclave, Bahria Town, Islamabad ID53310496 - Zameen.com",PKR 12.45 Crore,124500000,1 Kanal,5445.0,Islamabad,Bahria Enclave,"Bahria Enclave, Bahria Town, Islamabad","Bahria Enclave, Bahria Town, Islamabad",6,6,House,2025,3,1,0,2,1,1,1,1,1,1,1,2,0,https://www.zameen.com/Property/bahria_town_bahria_enclave_1_kanal_designer_house_for_sale_in_bahria_enclave_islamabad_sector_c_main_boulevard_margalla_facing-53310496-1705-1.html
